source,review_id,group_id,studies,zero_cell_study_count,zero_cell_study_fraction,canonical_continuity_correction_rule,sensitivity_continuity_correction_rule,canonical_sensitivity,zero_cell_triggered_sensitivity,absolute_sensitivity_difference,canonical_specificity,zero_cell_triggered_specificity,absolute_specificity_difference,canonical_information_bits_at_20_percent,zero_cell_triggered_information_bits_at_20_percent,absolute_information_bits_at_20_percent_difference,optimizer_converged,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,optimizer_selected_log_l00_distance_to_lower_bound,optimizer_selected_log_l00_in_1e_6_to_1e_4_ambiguity_band,optimizer_selected_log_l11_distance_to_lower_bound,optimizer_selected_log_l11_in_1e_6_to_1e_4_ambiguity_band,optimizer_any_tied_solution_cholesky_diagonal_at_lower_bound
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:10,22,4,0.18181818181818182,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.790153319101319,0.7986471733386554,0.008493854237336396,0.7820096655781336,0.786241111826281,0.004231446248147419,0.1639601073560512,0.17186678738490258,0.007906680028851365,True,14,0.0,0.0,0.0,0.0,0.0,0.1292128751276148,0.06044935642306434,0.1679172267565552,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,35.87327479044167,1.4210854715202004e-14,1.4210854715202004e-14,28.996480806809444,28.996480806809444,0.10728826320467244,0.00017566115381673075,True,True,1.4210854715202004e-14,9.367145947791755e-10,8.917617755344054e-10,False,False,False,False,numerically_equivalent,8.129212875127616,False,8.167917226756556,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:13,14,1,0.07142857142857142,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7666802580160103,0.7738852971774607,0.007205039161450433,0.8671968549978409,0.8701610303384293,0.0029641753405883486,0.2172982283438017,0.22486724233660565,0.0075690139928039635,True,9,0.0,0.0,0.0,0.0,0.0,-0.5347993300492391,-0.09229524086450282,-0.3589321940196456,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,9.357917525757712,0.0,1.7763568394002505e-15,9.27903080229378,9.27903080229378,0.043496565187781,0.0001741054565809197,True,True,1.7763568394002505e-15,8.246255900346e-10,1.2325029885573713e-10,False,False,False,False,numerically_equivalent,7.465200669950761,False,7.641067805980354,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:19,9,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6751929225211832,0.6782220340053309,0.0030291114841476396,0.8625764314376763,0.8662739862647993,0.003697554827123084,0.15935243643051678,0.1640626812769828,0.0047102448464660385,True,13,2.6645352605028696e-07,0.0,8.881784201676231e-08,2.6645352605028696e-07,2.6645352605028696e-07,-0.5555933776748525,0.3313001403599036,-0.127610339402094,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,7.6162858476430975,0.0,4.440892098500626e-15,4.943700661027708,4.943700661027708,0.03648703482760307,0.004743692680175937,True,True,4.440892098500626e-15,1.0722922549888381e-10,7.27271576295152e-11,False,False,False,False,numerically_equivalent,7.444406622325148,False,7.872389660597906,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:5,6,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6596225489258236,0.6626596014190469,0.00303705249322328,0.7953974781492943,0.802300160275704,0.006902682126409765,0.1059874293730147,0.11131994565620407,0.00533251628318937,True,13,8.881784250980039e-08,-8.881784250980039e-08,-8.881784201676231e-08,-8.881784201676231e-08,8.881784250980039e-08,-1.2509473280454755,0.12754594466860303,0.33750774824227814,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,4.17280600124574,1.2434497875801753e-14,8.881784197001252e-16,0.8611240571400414,0.8611240571400414,0.007712851440923596,0.0005108359009312613,True,True,-7.993605777301127e-15,8.779199589525888e-11,1.4793506419863434e-09,False,False,False,False,numerically_equivalent,6.749052671954525,False,8.337507748242277,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:4,6,4,0.6666666666666666,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9475585226317367,0.9531520192107339,0.005593496578997215,0.7585283849129074,0.7650307380465863,0.006502353133678862,0.2626000779947182,0.27322169990465106,0.010621621909932877,True,27,8.437695038431037e-07,0.0,0.0,0.0,0.0,-8.0,5.200864928483411e-05,-8.0,True,True,True,True,1e-06,7,7,minus1_minus2_minus1,6,3.047346791156579,8.881784197001252e-16,4.440892098500626e-16,,4.557656474446503e-09,7.453559991432712e-11,2.7729096796491604e-10,False,True,-4.440892098500626e-16,3.3306690738754696e-16,3.552713678800501e-15,False,False,False,False,numerically_equivalent,0.0,False,0.0,False,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:5,7,4,0.5714285714285714,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9083154677846662,0.9154400322551307,0.007124564470464501,0.888395267119881,0.9035715064741636,0.015176239354282584,0.3506165896709976,0.3774285443295569,0.02681195465855929,True,15,0.0,0.0,0.0,0.0,0.0,-0.18083719738738302,-0.805690189726717,-7.9990468468587475,False,True,False,False,1e-06,7,7,lower_zero_lower,4,8.365856818546105,1.800568583121276e-10,3.552713678800501e-15,8.361712797722021e-07,8.361712797722021e-07,5.6814410398509096e-08,2.2665674448418827e-08,False,True,-1.800533055984488e-10,8.225324865662742e-10,1.5958223631429291e-10,False,False,False,False,tiny_boundary_refinement,7.819162802612617,False,0.0009531531412525496,False,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:6,6,2,0.3333333333333333,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7013689888765239,0.7083476367464093,0.006978647869885446,0.9019087449901481,0.9066069031346272,0.004698158144479159,0.21161786821041056,0.22118418326695705,0.009566315056546482,True,30,1.7763568501960078e-07,0.0,8.881784152372424e-08,0.0,8.881784152372424e-08,-0.6918689562478756,0.7677645898947232,-8.0,False,True,False,True,1e-06,7,7,one_zero_one,3,6.354950567200195,3.552713678800501e-15,3.552713678800501e-15,2.414294435482134e-07,2.414294435482134e-07,2.312296458750751e-07,5.2748959089576886e-08,False,True,1.9539925233402755e-14,1.4393501945875187e-09,1.5780292628164716e-09,False,False,False,False,numerically_equivalent,7.308131043752124,False,0.0,False,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:7,8,2,0.25,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.5296895456684549,0.5297242689219486,3.472325349362926e-05,0.9088869510038831,0.9142942748568631,0.005407323852980039,0.12587683779182085,0.13085035868300043,0.004973520891179584,True,12,0.0,0.0,0.0,0.0,0.0,-0.24102754904110127,0.7004718480993398,-0.318788657147255,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,11.020849941870553,1.7763568394002505e-15,1.7763568394002505e-15,0.7903708818287392,1.2407387055117827,0.07929416923983401,0.0014576801463072053,True,True,5.329070518200751e-15,4.2771776120886784e-09,7.436555815587553e-10,False,False,False,False,numerically_equivalent,7.758972450958899,False,7.681211342852745,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:8,10,4,0.4,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8721266176995836,0.8813236263363536,0.009197008636770088,0.8650018328742761,0.8779336093385773,0.012931776464301215,0.29162667259094005,0.31370435982299993,0.022077687232059884,True,10,1.7763568403352462e-07,0.0,1.7763568403352462e-07,0.0,1.7763568403352462e-07,-0.16890521798830038,-0.11639478836916729,-0.1381233059510417,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,15.424584293739033,1.7763568394002505e-15,1.7763568394002505e-15,4.055638032539447,4.055638032539447,0.04228873093186114,0.002750100010997847,True,True,1.7763568394002505e-14,2.22825957685302e-09,1.898427415270021e-09,False,False,False,False,numerically_equivalent,7.8310947820117,False,7.861876694048958,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:9,13,4,0.3076923076923077,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8862525549894692,0.8917946503870184,0.00554209539754924,0.7930377495653232,0.8071723985396396,0.014134648974316377,0.23675988892197933,0.2528066839331946,0.01604679501121528,True,9,0.0,0.0,0.0,0.0,0.0,0.11995735602966859,0.4034292263754675,-0.5409906503859366,False,False,False,False,1e-06,7,7,zero_zero_zero,2,17.57232872527331,3.552713678800501e-15,3.552713678800501e-15,0.9592963901276867,0.9592963901276867,9.718762980426288e-05,0.005341852131954594,True,True,2.4868995751603507e-14,2.935864884534567e-10,8.088854031029769e-10,False,False,False,False,numerically_equivalent,8.11995735602967,False,7.459009349614063,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:1,6,1,0.16666666666666666,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8178194600484039,0.8218584189462478,0.004038958897843892,0.7202567121253117,0.7257516450454972,0.005494932920185436,0.14202828931496955,0.14746659069823723,0.005438301383267674,True,20,8.881784201676231e-08,-8.881784201676231e-08,0.0,0.0,8.881784201676231e-08,-0.4002181534427546,0.5268570318234951,-0.24080933398311685,False,False,False,False,1e-06,7,7,one_zero_one,3,7.311299935704779,3.552713678800501e-15,2.6645352591003757e-15,0.8995906955507884,0.8995906955507884,0.02415842198757545,0.003238920450068572,True,True,5.329070518200751e-15,9.850520399368179e-10,1.540229055407849e-10,False,False,False,False,numerically_equivalent,7.599781846557246,False,7.759190666016883,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:2,13,3,0.23076923076923078,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9031416818665737,0.9103548280350774,0.007213146168503659,0.4304603451045625,0.4283302620653643,0.002130083039198205,0.06515124457221798,0.06801536002653781,0.002864115454319832,True,9,0.0,0.0,0.0,0.0,0.0,0.2442928552482415,-0.7202979382085443,-0.24532638846917762,False,False,False,False,1e-06,7,7,zero_zero_zero,2,20.73278518894677,0.0,1.0658141036401503e-14,3.734840387439231,3.734840387439231,0.0023235636857149577,0.02024255863386676,True,True,1.0658141036401503e-14,8.12308886821711e-10,2.0221859742264314e-09,False,False,False,False,numerically_equivalent,8.244292855248242,False,7.754673611530823,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:3,6,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8592606597816929,0.8658761043247514,0.006615444543058513,0.4815733168030116,0.4814476682409353,0.00012564856207625263,0.06180421378484971,0.06459654218294783,0.0027923283980981206,True,19,0.0,0.0,0.0,0.0,0.0,-0.15406143476229325,-0.37343860190818656,-0.29847838502597135,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,5.158718622829474,0.0,0.0,,1.509903313490213e-14,8.034739540363489e-10,5.245271439413557e-10,False,True,1.509903313490213e-14,4.223635885480803e-10,1.6347440068287256e-10,False,False,False,False,numerically_equivalent,7.845938565237707,False,7.701521614974029,False,False
Cochrane DTA Reference Dataset,CD009323,legacy:CD009323:1,16,16,1.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6148375638421202,0.6148375638421202,0.0,0.9809989803667799,0.9809989803667799,0.0,0.27846495597526183,0.27846495597526183,0.0,True,30,3.5527137003920156e-07,0.0,0.0,0.0,0.0,-0.19306582230363195,0.1247530976625632,-8.0,False,True,False,True,1e-06,7,7,empirical,0,20.44719857796622,0.0,3.552713678800501e-15,2.759304891242209e-07,3.735902112111944e-07,1.600337751206382e-08,9.86982717776641e-11,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.806934177696368,False,0.0,False,True
Cochrane DTA Reference Dataset,CD009372,legacy:CD009372:1,8,6,0.75,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9117214692003711,0.9184227992749864,0.006701330074615264,0.962927149514092,0.9673795278137368,0.0044523782996448436,0.4761885199313576,0.4936271144426245,0.017438594511266947,True,34,0.0,0.0,0.0,0.0,0.0,-2.8583401759868696,-0.7520249742231991,-6.695676979964128,False,True,False,False,1e-06,7,7,zero_zero_zero,2,8.75649931731082,2.0114335086418578e-08,5.225331278779777e-11,,2.9037799720299518e-08,1.688876172245557e-08,2.7273931668680973e-08,False,True,2.906364926502647e-09,1.2445816932604714e-08,3.7078545789270834e-09,False,False,False,False,tiny_boundary_refinement,5.14165982401313,False,1.3043230200358717,False,True
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:1,74,2,0.02702702702702703,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7408989037833894,0.7429598293342778,0.002060925550888437,0.8606812884174277,0.862873069659458,0.002191781242030233,0.19515589318681742,0.1983791097780213,0.0032232165912038924,True,10,2.8421709425642416e-06,-1.421085472268197e-06,1.421085472268197e-06,2.8421709425642416e-06,2.8421709425642416e-06,-0.151361060815814,-0.14474373140569863,0.043209150698680754,False,False,False,False,1e-06,7,7,one_zero_one,3,81.03715166576548,2.984279490192421e-13,0.0,,2.984279490192421e-13,1.840073204917303e-09,3.1121250021470814e-10,False,True,-2.4158453015843406e-13,1.840073204917303e-09,7.930966994251776e-11,False,False,False,False,numerically_equivalent,7.848638939184186,False,8.043209150698681,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:3,15,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8795398646934802,0.8821367565336621,0.0025968918401818586,0.5541113108208653,0.5542745760885125,0.00016326526764720573,0.0975634388526665,0.09902964298874817,0.0014662041360816724,True,11,1.7763568403352462e-07,1.776356830474485e-07,-1.7763568403352462e-07,1.7763568403352462e-07,1.7763568403352462e-07,-0.9643378700205656,-0.29322201254774316,-0.3567973841898229,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,6.244196402505841,1.7763568394002505e-15,1.7763568394002505e-15,3.887079914801296,3.887079914801296,0.00834794679487938,0.00027987338318535837,True,True,8.881784197001252e-15,1.2427525675207107e-10,3.631617229160611e-11,False,False,False,False,numerically_equivalent,7.035662129979435,False,7.643202615810177,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:4,46,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6061157107749797,0.6065993349627382,0.00048362418775849125,0.8164006885594912,0.8191449515030603,0.002744262943569109,0.09496626702932248,0.09672484559153671,0.0017585785622142303,True,10,7.105427361340985e-07,0.0,7.10542732189794e-07,7.105427361340985e-07,7.105427361340985e-07,0.11589931675292636,-0.5368022200968223,0.13668861655519052,False,False,False,False,1e-06,7,7,zero_zero_zero,2,63.076920619735475,1.4210854715202004e-14,7.105427357601002e-15,1449.7860828806606,1449.7860828806606,0.024717449957488258,0.000492785946596852,True,True,3.552713678800501e-14,1.0220591040166482e-10,1.8419965552851636e-10,False,False,False,False,numerically_equivalent,8.115899316752927,False,8.13668861655519,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:5,5,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.5711200040881943,0.5733360406842043,0.002216036596009996,0.6102970182459179,0.6115416765954282,0.0012446583495103747,0.015378285108887668,0.015973814980158763,0.0005955298712710944,True,11,2.2204460380931062e-07,-1.7763568403352462e-07,1.3322676376470057e-07,-2.2204460380931062e-07,2.2204460380931062e-07,-0.47822183926468326,-1.3670455259355512,-0.8392838666007184,False,False,False,False,1e-06,7,7,empirical,0,2.3610649467874185,1.199040866595169e-14,1.199040866595169e-14,0.5651771843472488,0.5651771843472488,0.01862940516401057,0.0011819280948818234,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.521778160735317,False,7.160716133399282,False,False
Cochrane DTA Reference Dataset,CD009591,legacy:CD009591:1,5,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6313697164633414,0.6372509164658244,0.005881200002483045,0.9233230734273642,0.9282389017546907,0.00491582832732651,0.19424517990308166,0.20363467411828057,0.009389494215198912,True,23,2.6645352752940114e-07,0.0,0.0,0.0,0.0,0.6810553884742372,-1.2868676955627312,-8.0,False,True,False,True,1e-06,7,7,minus2_zero_minus2,1,5.907198661558869,7.105427357601002e-15,3.552713678800501e-15,1.974677753757703e-06,1.974677753757703e-06,3.712025264945851e-08,3.559463646052308e-08,False,True,7.105427357601002e-15,8.205777168868167e-10,1.0735357047764182e-10,False,False,False,False,numerically_equivalent,8.681055388474237,False,0.0,False,True
