source,review_id,group_id,study_rows,zero_cell_study_fraction,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,between_logit_sensitivity_variance,between_logit_specificity_variance,between_logit_covariance,between_logit_correlation,mean_logit_sensitivity_variance,mean_logit_specificity_variance,mean_logit_covariance,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_tie_tolerance,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,optimizer_selected_log_l00_distance_to_lower_bound,optimizer_selected_log_l00_in_1e_6_to_1e_4_ambiguity_band,optimizer_selected_log_l11_distance_to_lower_bound,optimizer_selected_log_l11_in_1e_6_to_1e_4_ambiguity_band,between_covariance_min_eigenvalue,between_covariance_max_eigenvalue,near_singular_between_covariance,absolute_between_correlation_at_least_0_99,optimizer_gradient_above_1e_4,optimizer_projected_kkt_gradient_above_1e_4,optimizer_any_tied_solution_cholesky_diagonal_at_lower_bound,optimizer_any_selected_endpoint_cholesky_diagonal_at_lower_bound,old_diagnostic_flag,hard_bound_missed_by_old_flags,diagnostic_flag
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:10,22,0.18181818181818182,8,0.0,0.0,0.0,0.0,0.0,1.1768284396731619,1.3351841951720937,0.06843446753150838,0.05459435299377967,0.06961649690215528,0.06567123779626086,0.0031106020134098154,0.0814115284842573,0.06308386808377534,0.14304213110117123,False,False,False,False,1e-06,7,7,empirical,0,34.425713500791346,0.0,3.442571350079135e-07,2.1316282072803006e-14,29.554450348131105,29.554450348131105,0.0988808445472773,0.00016732801185825874,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.081411528484256,False,8.143042131101172,False,1.1513525421862303,1.3606600926590255,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:13,14,0.07142857142857142,9,3.5527136806704924e-07,0.0,3.5527136806704924e-07,3.5527136806704924e-07,3.5527136806704924e-07,0.3189448457414958,0.4796108084876686,-0.05403493951291787,-0.13815684108705029,0.03576632440025697,0.041229583387319094,-0.0038258082984339477,-0.5713685442539234,-0.09567905462890972,-0.3770260734045559,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,8.421994756927214,1.7763568394002505e-15,8.421994756927215e-08,1.7763568394002505e-15,8.639538415780406,8.639538415780406,0.03629892305951454,0.002838400436743771,True,True,3.552713678800501e-14,1.1440822733632672e-09,2.5027813155276135e-10,False,False,False,False,numerically_equivalent,7.428631455746077,False,7.622973926595444,False,0.30246273229743426,0.49609292193173016,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:19,9,0.0,10,8.881784201676231e-08,-8.881784152372424e-08,8.881784201676231e-08,8.881784201676231e-08,8.881784201676231e-08,0.31044161685364124,0.8345386361708697,0.17572092631415254,0.34523140184702666,0.04596386076065045,0.10146700201997927,0.019529462514155552,-0.5848797123726152,0.31537954018385983,-0.15389179257796226,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,6.90634770654409,0.0,6.90634770654409e-08,8.881784197001252e-16,7.49058584994918,7.49058584994918,0.032363087085057196,0.0010965592997086437,True,True,6.217248937900877e-15,5.576564765519265e-10,1.6596368723753585e-10,False,False,False,False,numerically_equivalent,7.415120287627385,False,7.846108207422038,False,0.2569790088650248,0.8880012441594862,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:5,6,0.0,11,4.4408921254900194e-08,-4.4408921254900194e-08,4.4408921008381155e-08,4.4408921008381155e-08,4.4408921254900194e-08,0.07684881933315679,1.857748544144328,0.023170340656971627,0.06132257094578266,0.026843390167237934,0.3307131992047617,0.0038662258206762752,-1.2829575861898055,0.08358220403434982,0.3077988741924114,False,False,False,False,1e-06,7,7,zero_zero_zero,2,3.9005019210924914,4.440892098500626e-16,3.9005019210924916e-08,4.440892098500626e-16,0.8115351153864774,0.8198883307525913,0.007066734216647497,0.0006789448886779237,True,True,5.329070518200751e-15,2.1723356447012065e-10,5.852166529152214e-10,False,False,False,False,numerically_equivalent,6.717042413810194,False,8.307798874192411,False,0.07654741334543469,1.85804995013205,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:4,6,0.6666666666666666,31,7.993605825882035e-07,0.0,0.0,0.0,0.0,1.1253517471925913e-07,1.1939392939765597e-07,2.778220934500933e-08,0.23967984321379124,0.0968916522915943,0.06371977153631485,6.50919844373508e-09,-8.0,8.28175988446709e-05,-8.0,True,True,True,True,1e-06,7,7,empirical,0,3.389351011700819,4.440892098500626e-16,3.389351011700819e-08,4.440892098500626e-16,,1.310112862640267e-08,6.385864170788125e-09,5.611364706226141e-09,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,0.0,False,0.0,False,8.797148532713046e-08,1.4395761878978465e-07,False,False,False,False,True,True,False,True,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:5,7,0.5714285714285714,18,1.7763568501960078e-07,0.0,0.0,0.0,0.0,0.6907189968003047,0.4701381460094589,-0.5698537275819345,-0.9999998803169,0.18327189434832095,0.1445981097943271,-0.07828138904992707,-0.18501109978654073,-0.6856661239074628,-8.0,False,True,False,True,1e-06,7,7,lower_zero_lower,4,8.437402171899766,3.552713678800501e-15,8.437402171899767e-08,3.552713678800501e-15,,3.09831271749772e-09,2.2800206322948213e-07,1.6545387104827114e-07,False,True,6.039613253960852e-14,1.4338491505228035e-09,4.420079524614096e-09,False,False,False,False,numerically_equivalent,7.814988900213459,False,0.0,False,6.69593049895667e-08,1.1608570758504586,False,True,False,False,True,True,True,False,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:6,6,0.3333333333333333,35,8.881784250980039e-08,8.881784152372424e-08,0.0,0.0,8.881784152372424e-08,0.20857654474281961,0.5153680216657998,0.32786225424375587,0.9999998908205632,0.10399595268278286,0.14289294366552205,0.05854104982984554,-0.7837245920235262,0.7178912933938014,-8.0,False,True,False,True,1e-06,7,7,zero_zero_zero,2,5.4603201501620635,0.0,5.460320150162064e-08,5.329070518200751e-15,1.3718668601114814e-07,1.3718668601114814e-07,1.6703032290621422e-08,1.2707744523332565e-08,False,True,1.7763568394002505e-14,1.5118167828731544e-09,2.3801112192245455e-09,False,False,False,False,numerically_equivalent,7.2162754079764735,False,0.0,False,3.2422646789598275e-08,0.7239445339859726,False,True,False,False,True,True,True,False,True
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:7,8,0.25,9,0.0,0.0,0.0,0.0,0.0,0.5541979421635601,0.9389554461287433,0.5072618379052101,0.7031973798108889,0.12188370375214878,0.15417300426412556,0.06173105836265578,-0.2951166798629345,0.6813962458285518,-0.37258394625259744,False,False,False,False,1e-06,7,7,zero_zero_zero,2,10.02042132345203,0.0,1.0020421323452031e-07,1.7763568394002505e-15,0.829608957250846,1.6182453474525076,0.06729078897152863,0.00242414715523831,True,True,1.0658141036401503e-14,2.893544848170393e-09,1.854995046457475e-10,False,False,False,False,numerically_equivalent,7.704883320137066,False,7.627416053747402,False,0.20406019079408677,1.2890931974982167,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:8,10,0.4,6,3.5527136806704924e-07,0.0,0.0,3.5527136806704924e-07,3.5527136806704924e-07,0.6144894213610942,0.6767386627715207,-0.06597253572867434,-0.10230467432329723,0.10305075801765146,0.1213643627832899,-0.0065227426819127274,-0.24348178257953124,-0.08416004744010254,-0.20049575291287294,False,False,False,False,1e-06,7,7,zero_zero_zero,2,14.80663389601374,1.2434497875801753e-14,1.480663389601374e-07,3.552713678800501e-15,3.615555957355209,3.615555957355209,0.036597951337898005,0.002260157282132025,True,True,-5.329070518200751e-15,1.5650036822023594e-09,5.701740302122005e-09,False,False,False,False,numerically_equivalent,7.756518217420469,False,7.799504247087127,False,0.5726680518782608,0.7185600322543542,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009020,legacy:CD009020:9,13,0.3076923076923077,9,0.0,0.0,0.0,0.0,0.0,1.1912289637338502,0.4661074217062771,0.4480102323004847,0.601239218864947,0.11739068957431474,0.07770120857563456,0.03494969599878257,0.08749275842256383,0.410478402026769,-0.6059774497006457,False,False,False,False,1e-06,7,7,one_zero_one,3,16.62760627460473,0.0,1.662760627460473e-07,0.0,0.9155994151297762,0.9155994151297762,9.024534226198533e-05,0.0033398476327052284,True,True,7.105427357601002e-15,2.7644952993455263e-10,1.7546231134701884e-10,False,False,False,False,numerically_equivalent,8.087492758422563,False,7.394022550299354,False,0.25233193590114233,1.405004449538985,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:1,6,0.16666666666666666,7,0.0,0.0,0.0,0.0,0.0,0.4296521628791196,0.8250392754318775,0.34369134877045787,0.5772617579065334,0.11125096750351926,0.17828705560953537,0.05743412909238804,-0.42238966059332655,0.5243365102092671,-0.29881805638253234,False,False,False,False,1e-06,7,7,empirical,0,6.705163412036601,1.7763568394002505e-15,6.705163412036601e-08,8.881784197001252e-16,0.8888205070930972,0.8888205070930972,0.022006343697155484,0.0023637315576265916,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.577610339406673,False,7.701181943617468,False,0.23085298856279485,1.0238384497482023,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:2,13,0.23076923076923078,17,3.5527136806704924e-07,3.5527136806704924e-07,3.55271366094897e-07,3.5527136806704924e-07,3.5527136806704924e-07,1.5059250096086267,1.0845528646385105,-0.8708706630279386,-0.6814384343395171,0.14799913921975627,0.0989166514975777,-0.06910508553692056,0.2047036668606681,-0.709662714001201,-0.2715610450756491,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,19.796998885258763,3.552713678800501e-15,1.9796998885258763e-07,0.0,3.9808886457254893,3.9808886457254893,0.0017590024175028196,0.020567320701592284,True,True,1.4210854715202004e-14,4.696563138395504e-10,1.3151671418576427e-09,False,False,False,False,numerically_equivalent,8.204703666860668,False,7.728438954924351,False,0.39924544782696636,2.191232426420171,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:3,6,0.0,8,8.881784201676231e-08,8.881784201676231e-08,0.0,0.0,8.881784201676231e-08,0.6941434405019827,0.6633305983732265,-0.3247130231493927,-0.4785310024336554,0.13870737930993945,0.12454348636214929,-0.05454581043960698,-0.18253832661489255,-0.3897401025153883,-0.3352690994747328,False,False,False,False,1e-06,7,7,empirical,0,4.819658564048266,0.0,4.819658564048266e-08,0.0,,1.4210854715202004e-14,8.761993353090247e-10,8.35965074941214e-10,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.8174616733851074,False,7.664730900525267,False,0.35365871315920805,1.0038153257160012,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009323,legacy:CD009323:1,16,1.0,30,3.5527137003920156e-07,0.0,0.0,0.0,0.0,0.6796810434464943,0.015563447911579752,0.10284991019997397,0.9999963846257337,0.0607403068625551,0.1302255554110562,0.006465493537739779,-0.19306582230363195,0.1247530976625632,-8.0,False,True,False,True,1e-06,7,7,empirical,0,20.44719857796622,0.0,2.044719857796622e-07,3.552713678800501e-15,2.759304891242209e-07,3.735902112111944e-07,1.600337751206382e-08,9.86982717776641e-11,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.806934177696368,False,0.0,False,1.1001602745475125e-07,0.6952443813420466,False,True,False,False,True,True,True,False,True
Cochrane DTA Reference Dataset,CD009372,legacy:CD009372:1,8,0.75,9,1.7763568501960078e-07,1.7763568501960078e-07,1.776356830474485e-07,0.0,1.7763568501960078e-07,0.0012365205090575295,0.4901093341365592,0.0246176784672279,0.9999998760585137,0.07979762063017605,0.18785298651907067,0.003083160077432063,-3.34772694238072,0.7000780046871978,-7.9617179655892185,False,False,False,False,1e-06,7,7,lower_zero_lower,4,8.653180169152586,0.0,8.653180169152587e-08,1.7045771016910294e-08,0.003638436746900453,0.003638436746900453,0.00023379638108000922,5.136342088229995e-05,True,True,2.5913132972732456e-08,1.0717929210812827e-08,8.960849617878353e-09,False,False,False,False,tiny_boundary_refinement,4.65227305761928,False,0.038282034410781485,False,3.05740988082448e-10,0.49134585433987576,True,True,False,False,False,False,True,False,True
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:1,74,0.02702702702702703,14,4.263256413846363e-06,-2.842170944536394e-06,1.421085472268197e-06,-4.263256413846363e-06,4.263256413846363e-06,0.7246260033552023,1.085535944013521,-0.13049500920489124,-0.14713460946228496,0.01080883926261818,0.015536975331623048,-0.0017650650425969636,-0.161049807334394,-0.15329816100083488,0.03009373035997353,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,78.17462280655374,7.105427357601002e-14,7.817462280655374e-07,1.4210854715202004e-14,,2.8421709430404007e-13,1.101325586283508e-09,4.2471781647179796e-10,False,True,1.2789769243681803e-13,9.340241913236014e-10,3.886038157929761e-10,False,False,False,False,numerically_equivalent,7.838950192665606,False,8.030093730359974,False,0.6823862414972657,1.1277757058714577,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:3,15,0.0,11,1.7763568403352462e-07,-1.776356830474485e-07,-1.7763568403352462e-07,-1.7763568403352462e-07,1.7763568403352462e-07,0.15735274093670612,0.5652647721237094,-0.11923239565415585,-0.3997892881349501,0.017843069078850124,0.039854620819674974,-0.00802092103089462,-0.924632618130415,-0.3005779470316413,-0.37230690826729484,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,5.807586027121314,8.881784197001252e-15,5.807586027121314e-08,8.881784197001252e-15,4.295965901883566,4.295965901883566,0.009248503535664643,0.0003583200022806432,True,True,-8.881784197001252e-15,1.7278811714760423e-10,1.095901147607492e-10,False,False,False,False,numerically_equivalent,7.075367381869585,False,7.627693091732705,False,0.12505799892252126,0.5975595141378943,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:4,46,0.0,7,7.105427361340985e-07,7.105427361340985e-07,7.10542732189794e-07,7.105427361340985e-07,7.105427361340985e-07,1.2377441566014442,1.562802080371257,-0.5878380246630484,-0.4226591181353332,0.02794785312592945,0.03535255000559313,-0.012781250300110661,0.10664524713187945,-0.5283749660103355,0.12484287522210816,False,False,False,False,1e-06,7,7,empirical,0,61.6673258818136,0.0,6.16673258818136e-07,7.105427357601002e-15,1448.9545217446055,1448.9545217446055,0.024336634190246453,0.0004645962227050049,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.10664524713188,False,8.124842875222107,False,0.7903803355391018,2.0101659014335995,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:5,5,0.0,25,1.7763568403352462e-07,1.7763568403352462e-07,-1.3322676376470057e-07,1.776356830474485e-07,1.7763568403352462e-07,0.3713677017708542,2.0218115072559337,-0.82457579583712,-0.9516082216686498,0.08509988930379754,0.412715557827595,-0.1645485841808696,-0.49528129865267334,-1.3530957115109523,-0.827888845915155,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,2.2689990476969983,1.199040866595169e-14,2.2689990476969983e-08,2.6645352591003757e-15,13.84508373588585,13.84508373588585,0.04124209338496243,0.0011808119131977435,True,True,-1.199040866595169e-14,1.5031439426493876e-09,2.436961743512711e-11,False,False,False,False,numerically_equivalent,7.504718701347326,False,7.1721111540848455,False,0.030006374800898072,2.3631728342258898,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD009591,legacy:CD009591:1,5,0.0,43,5.329070550588023e-07,-2.6645352457117277e-07,0.0,0.0,2.6645352457117277e-07,3.753361379600976,1.5912583545345222,-2.443883636855915,-0.9999999646395644,0.771669625946473,0.36424510597779597,-0.48920909972646826,0.6613259031890606,-1.261450848031483,-8.0,False,True,False,True,1e-06,7,7,minus1_minus2_minus1,6,5.212206063400693,1.5987211554602254e-14,5.212206063400693e-08,2.6645352591003757e-15,,3.782218982451013e-11,1.4546867044273881e-09,1.6509760225602577e-10,False,True,-1.1546319456101628e-14,1.0333206512669335e-09,1.2957857009610052e-11,False,False,False,False,numerically_equivalent,8.661325903189061,False,0.0,False,7.90299785613513e-08,5.34461965510552,False,True,False,False,True,True,True,False,True
Cochrane DTA Reference Dataset,CD009591,legacy:CD009591:10,6,0.16666666666666666,31,3.5527137003920156e-07,0.0,-4.440892076186212e-08,0.0,4.440892076186212e-08,0.07054020736373062,0.387777196983731,-0.16539007209595152,-0.9999998548971115,0.047850921108856644,0.12692297775337824,-0.028209010012162538,-1.3257862072584663,-0.6227174997127961,-8.0,False,True,False,True,1e-06,7,7,minus2_zero_minus2,1,1.7128123142600638,4.440892098500626e-16,1.712812314260064e-08,4.440892098500626e-16,1.1453177917175594e-07,1.1453177917175594e-07,8.979011756338195e-09,1.280978767503882e-09,False,True,1.1453177872766673e-07,8.977286358735626e-09,1.2104959257186465e-09,False,False,False,False,tiny_boundary_refinement,6.674213792741534,False,0.0,False,1.7320430728551273e-08,0.45831738702703084,False,True,False,False,True,True,True,False,True
