operating_point_id,source,source_route,review_id,review_title,group_id,test_name,target_label_where_recorded,threshold_where_recorded,study_count,raw_normalized_rows,analysis_rows,zero_cell_study_fraction,orientation,eligibility,primary_atlas,selection_status,estimator_v039,sensitivity_v039,specificity_v039,estimator_v040,sensitivity_v040_v041,specificity_v040_v041,information_bits_5_v040_v041,information_bits_20_v040_v041,information_bits_50_v040_v041,fraction_entropy_removed_5_v040_v041,fraction_entropy_removed_20_v040_v041,fraction_entropy_removed_50_v040_v041,estimator_v041,estimator_v042,inclusion_status_v039,inclusion_status_v040,inclusion_status_v041,inclusion_status_v042,status_change_reason_v042,target_label_status,threshold_status,zero_cell_burden_definition,value_change_reason_v039,value_change_reason_v040,value_change_reason_v041,transition_reason_v039_to_v040,transition_reason_v040_to_v041,primary_status_v039,primary_status_v040,primary_status_v041,information_bits_5_v042,information_bits_20_v042,information_bits_50_v042,fraction_entropy_removed_5_v042,fraction_entropy_removed_20_v042,fraction_entropy_removed_50_v042,sensitivity_v042,specificity_v042,information_bits_5_v039,information_bits_20_v039,information_bits_50_v039,fraction_entropy_removed_5_v039,fraction_entropy_removed_20_v039,fraction_entropy_removed_50_v039,value_change_reason_v042,transition_reason_v041_to_v042,primary_status_v042,analysis_status_v042
Modern Cochrane data package|CD014911|modern:CD014911:1,Modern Cochrane data package,modern Cochrane,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:1,Artificial intelligence (all studies),,,63,63,63,0.3492063492063492,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.9501287427709936,0.9606399808675544,regularized direct-binomial local Gaussian approximation,0.944435612217764,0.9693797937395244,0.1859806418947984,0.528079156581495,0.7461288763420981,0.6493806490391542,0.7314844238938889,0.7461288763420981,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1775331314946716,0.5142718772188771,0.7373203078876354,0.619884838450962,0.7123588635224337,0.7373203078876354,0.9501287426659856,0.960639980745142,0.1775331316721212,0.5142718776200583,0.7373203083927212,0.6198848390705554,0.7123588640781418,0.7373203083927212,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD014911|modern:CD014911:2,Modern Cochrane data package,modern Cochrane,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:2,Artificial intelligence (manifest keratoconus),,,54,54,54,0.4629629629629629,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.9693207049825868,0.9716227953361208,regularized direct-binomial local Gaussian approximation,0.9706771468212484,0.9756687205092164,0.2056645859044534,0.5779699007779472,0.8219060229437547,0.7181102340454828,0.8005920601664962,0.8219060229437547,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.199080668555433,0.565340022758166,0.8080090235545678,0.6951214515691567,0.7830974120024685,0.8080090235545678,0.9693207038082612,0.9716227951309082,0.1990806693491361,0.5653400248961906,0.8080090270058637,0.6951214543404959,0.7830974149640164,0.8080090270058637,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD014911|modern:CD014911:3,Modern Cochrane data package,modern Cochrane,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:3,Artificial intelligence (subclinical keratoconus),,,28,28,28,0.2142857142857142,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.8565707117276101,0.936730850569782,regularized direct-binomial local Gaussian approximation,0.8731127747527011,0.9366232433169224,0.1300300571157728,0.3875943764535591,0.5526318694673639,0.4540203863378559,0.536887785914514,0.5526318694673639,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.125297564862566,0.372814828846962,0.5286410914980593,0.4374961456445767,0.5164154594996471,0.5286410914980593,0.8565707140242227,0.9367308508485594,0.1252975640053459,0.3728148263679421,0.528641087761649,0.4374961426514582,0.5164154560657596,0.528641087761649,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD014911|modern:CD014911:4,Modern Cochrane data package,modern Cochrane,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:4,Artificial intelligence (mixed),,,11,11,11,0.2727272727272727,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.955295155650556,0.9698666961077044,regularized direct-binomial local Gaussian approximation,0.9496690731314856,0.9701457874893936,0.1889598421678907,0.5361700374080169,0.7588044936147427,0.6597829951502759,0.7426917461796138,0.7588044936147427,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1908545644327133,0.5425009247127001,0.7705855356602751,0.6663987158056299,0.751461161512689,0.7705855356602751,0.9552951580193632,0.969866695714142,0.1908545640117545,0.5425009227244759,0.770585531355714,0.666398714335786,0.7514611587586417,0.770585531355714,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD015089|modern:CD015089:1,Modern Cochrane data package,modern Cochrane,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:1,Clinical HINTS,,,12,12,12,0.3333333333333333,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.8991013379283493,0.8455720467540787,regularized direct-binomial local Gaussian approximation,0.8980119343870478,0.8221555319358227,0.0830772486249043,0.2701347968199395,0.4192290454115013,0.2900772740796548,0.3741851837226073,0.4192290454115013,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0915719865268775,0.2943460583962322,0.4516075545511849,0.3197379869151399,0.4077221270106644,0.4516075545511849,0.8991013391851185,0.8455720485173666,0.0915719855672636,0.2943460555331935,0.4516075503664479,0.3197379835644973,0.4077221230448419,0.4516075503664479,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD015089|modern:CD015089:3,Modern Cochrane data package,modern Cochrane,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:3,Clinical HINTS Plus,,,5,5,5,0.4,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.9206801978209872,0.710499786346464,regularized direct-binomial local Gaussian approximation,0.9272619735992964,0.6245552419490131,0.0462345421094941,0.1584569146776205,0.2641388173567124,0.1614351722695667,0.219491270390777,0.2641388173567124,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0608696733864803,0.2049991222857053,0.3339686828903065,0.212536033900093,0.2839605824146379,0.3339686828903065,0.9206801978209748,0.7104997863464472,0.0608696733864867,0.2049991222857262,0.3339686828903409,0.2125360339001152,0.2839605824146668,0.3339686828903409,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD015089|modern:CD015089:5,Modern Cochrane data package,modern Cochrane,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:5,HINTS - subcomponent head impulse,,,9,9,9,0.3333333333333333,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.6542234395286232,0.884077483768068,regularized direct-binomial local Gaussian approximation,0.6903923551323344,0.9067548208195026,0.0679297568820697,0.2078148230290639,0.2917957398344769,0.2371874253348523,0.2878608333721766,0.2917957398344769,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0534608992475012,0.1665873034549857,0.2376637068732235,0.1866671342665699,0.2307533182802329,0.2376637068732235,0.65422343553717,0.8840774789545278,0.0534609015284126,0.1665873099937662,0.2376637154858802,0.1866671422307307,0.2307533273376177,0.2376637154858802,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD015089|modern:CD015089:7,Modern Cochrane data package,modern Cochrane,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:7,HINTS - subcomponent nystagmus,,,9,9,9,0.4444444444444444,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.560737806904699,0.9711530349963458,regularized direct-binomial local Gaussian approximation,0.5803206868059915,0.9846924350826408,0.0998080017269055,0.262791921288914,0.3283700940611342,0.3484953287632011,0.3640139830406735,0.3283700940611342,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0804633511757465,0.2228692408251394,0.2858790325288606,0.2809504402072559,0.3087139043396174,0.2858790325288606,0.560737803321923,0.9711530345652726,0.0804633523740286,0.222869243822098,0.2858790362362986,0.2809504443912464,0.3087139084909431,0.2858790362362986,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
Modern Cochrane data package|CD015089|modern:CD015089:8,Modern Cochrane data package,modern Cochrane,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:8,HINTS - subcomponent test of skew,,,10,10,10,0.4,source-defined direction,eligible,True,,continuity-corrected bivariate REML,0.1935737089912762,0.9729359424055072,regularized direct-binomial local Gaussian approximation,0.227448640585949,0.9841839871246144,0.0256945304518732,0.0707590830904327,0.0875810442612895,0.0897164924886757,0.0980140315795201,0.0875810442612895,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0148189971439393,0.0435605086733063,0.05670942510122,0.0517428582103944,0.060339123773958,0.05670942510122,0.1935737406082456,0.9729359352207364,0.0148189955857408,0.0435605035896256,0.0567094177827522,0.0517428527696993,0.0603391167321477,0.0567094177827522,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:4ag3v|osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,OSF,OSF,OSF:4ag3v,Diagnostic Accuracy of MRI for Detecting Nerve Injury in Brachial Plexus Birth Injury,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,Overall structured 2 x 2 data,,,5,5,5,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.736408376951736,0.8615313111010224,regularized direct-binomial local Gaussian approximation,0.7644027969551817,0.8741663075255874,0.0704463617810693,0.2206747304652544,0.3216063416155931,0.2459745469730918,0.3056741135690042,0.3216063416155931,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0611429024003691,0.1932045227795945,0.2825109308139759,0.2134900559561939,0.2676229449274155,0.2825109308139759,0.7364083492032678,0.8615313131138356,0.0611429070171825,0.1932045376676189,0.2825109541247835,0.2134900720765237,0.2676229655500017,0.2825109541247835,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:9kdc2|osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,OSF,OSF,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,Overall structured 2 x 2 data,,,30,30,30,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9504128866689526,0.979057579049064,regularized direct-binomial local Gaussian approximation,0.9720622275092454,0.9866683512456096,0.2262303784898295,0.6134764117361047,0.8568365596166783,0.78991893198863,0.8497749513846269,0.8568365596166783,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.202608813716009,0.5611042737225682,0.7837379325925651,0.7074405250541014,0.7772301392566161,0.7837379325925651,0.9504128867980672,0.979057579066971,0.2026088136341502,0.5611042735107916,0.7837379322632565,0.7074405247682785,0.7772301389632675,0.7837379322632565,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:agkq5|osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,OSF,OSF,OSF:agkq5,Diagnostic Accuracy of Deep Learning for Early Gastric Cancer on Endoscopic Images: A Systematic Review and Meta-Analysis,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,Overall structured 2 x 2 data,,,34,34,34,0.0588235294117647,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9147709854284102,0.9116957653749428,regularized direct-binomial local Gaussian approximation,0.9235344253403804,0.9097530159839866,0.1277439366779301,0.3942286340176097,0.5863970138221248,0.4460380374300179,0.5460774235128204,0.5863970138221248,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1261539620043617,0.3882350190490197,0.5744305625364912,0.4404863908986456,0.5377751909067806,0.5744305625364912,0.9147709850388523,0.9116957646268576,0.1261539625657113,0.3882350205207068,0.5744305644647786,0.4404863928586859,0.5377751929453314,0.5744305644647786,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:c82d3|osf:c82d3:643e8e6d1aa445375fa430fc:643e8e6d1aa445375fa430fc-raw-data-for-metadta-csv:1:overall,OSF,OSF,OSF:c82d3,Diagnostic accuracy of severity measures of ICD-11 and DSM-5 Personality disorder: Clarifying the clinical landscape with the most up-to-date evidence,osf:c82d3:643e8e6d1aa445375fa430fc:643e8e6d1aa445375fa430fc-raw-data-for-metadta-csv:1:overall,Overall structured 2 x 2 data,,,21,21,21,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.824304220302949,0.686762172836997,regularized direct-binomial local Gaussian approximation,0.8563435428690526,0.6840183252445697,0.0430291544978308,0.1446423971964654,0.2317128633158806,0.1502430575070991,0.2003556839258805,0.2317128633158806,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0380968177749703,0.1276597737145175,0.2025875293386354,0.1330210284306398,0.1768317019639407,0.2025875293386354,0.8243042196127878,0.6867621728511568,0.0380968178829592,0.1276597740830951,0.2025875299595299,0.1330210288077,0.1768317024744868,0.2025875299595299,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:ktp7h|osf:ktp7h:6a442f83a77d8f68d5932e47:6a442f83a77d8f68d5932e47-stat6-sft-2x2-dataset-csv:1:overall,OSF,OSF,OSF:ktp7h,Diagnostic accuracy of nuclear STAT6 immunohistochemistry for solitary fibrous tumour: data and materials for a systematic review and meta-analysis,osf:ktp7h:6a442f83a77d8f68d5932e47:6a442f83a77d8f68d5932e47-stat6-sft-2x2-dataset-csv:1:overall,Overall structured 2 x 2 data,,,23,23,23,0.6956521739130435,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9615677417960724,0.9766784054229974,regularized direct-binomial local Gaussian approximation,0.9819452537130894,0.9856258458394138,0.2282689872130094,0.6233870462298541,0.8795786008504611,0.7970370548336101,0.8635029591515164,0.8795786008504611,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.2033236484394933,0.5685591547196309,0.8024542737869174,0.7099364828697245,0.7875564876143787,0.8024542737869174,0.9615677418889742,0.9766784055224677,0.2033236482435985,0.5685591543206345,0.8024542733033164,0.7099364821857271,0.787556487061697,0.8024542733033164,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
OSF|OSF:m9ptk|osf:m9ptk:6a384c9c88243f9242c22cd9:6a384c9c88243f9242c22cd9-mtap-2x2-dataset-locked-csv:1:overall,OSF,OSF,OSF:m9ptk,Diagnostic accuracy of MTAP immunohistochemistry for CDKN2A homozygous deletion and for distinguishing mesothelioma from reactive mesothelial proliferations: a systematic review and bivariate meta-analysis,osf:m9ptk:6a384c9c88243f9242c22cd9:6a384c9c88243f9242c22cd9-mtap-2x2-dataset-locked-csv:1:overall,Overall structured 2 x 2 data,,,22,22,22,0.6363636363636364,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.5652282522211991,0.9061323897552088,regularized direct-binomial local Gaussian approximation,0.5894947947283324,0.97588255852536,0.0912685703322431,0.2484716822703683,0.3163763063328297,0.318678561571764,0.3441778814677323,0.3163763063328297,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0457732327755867,0.1406265464554604,0.1959949731088824,0.1598244382081689,0.1947930097905407,0.1959949731088824,0.5652282483301626,0.9061323907323215,0.0457732330800738,0.140626547483634,0.1959949747413937,0.1598244392713334,0.1947930112147457,0.1959949747413937,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
